,ID1,ID2,Relation
766,cwe163,cwe43,ParentOf
767,cwe41,cwe44,ParentOf
768,cwe44,cwe45,ParentOf
769,cwe165,cwe45,ParentOf
770,cwe41,cwe46,ParentOf
771,cwe162,cwe46,ParentOf
772,cwe46,cwe289,CanPrecede
773,cwe41,cwe47,ParentOf
774,cwe41,cwe48,ParentOf
775,cwe41,cwe49,ParentOf
776,cwe162,cwe49,ParentOf
777,cwe41,cwe50,ParentOf
778,cwe161,cwe50,ParentOf
779,cwe41,cwe51,ParentOf
780,cwe41,cwe52,ParentOf
781,cwe163,cwe52,ParentOf
782,cwe52,cwe289,CanPrecede
783,cwe41,cwe53,ParentOf
784,cwe165,cwe53,ParentOf
785,cwe41,cwe54,ParentOf
786,cwe162,cwe54,ParentOf
787,cwe41,cwe55,ParentOf
788,cwe41,cwe56,ParentOf
789,cwe155,cwe56,ParentOf
790,cwe41,cwe57,ParentOf
791,cwe41,cwe58,ParentOf
792,cwe706,cwe59,ParentOf
793,cwe59,cwe61,ParentOf
794,cwe59,cwe62,ParentOf
795,cwe59,cwe64,ParentOf
796,cwe59,cwe65,ParentOf
797,cwe706,cwe66,ParentOf
798,cwe66,cwe67,ParentOf
799,cwe66,cwe69,ParentOf
800,cwe66,cwe72,ParentOf
801,cwe642,cwe73,ParentOf
802,cwe610,cwe73,ParentOf
803,cwe20,cwe73,ParentOf
804,cwe73,cwe22,CanPrecede
805,cwe73,cwe41,CanPrecede
806,cwe73,cwe98,CanPrecede
807,cwe73,cwe434,CanPrecede
808,cwe73,cwe59,CanPrecede
809,cwe707,cwe74,ParentOf
810,cwe74,cwe75,ParentOf
811,cwe75,cwe76,ParentOf
812,cwe74,cwe77,ParentOf
813,cwe77,cwe78,ParentOf
814,cwe74,cwe78,ParentOf
815,cwe74,cwe79,ParentOf
816,cwe79,cwe494,CanPrecede
817,cwe79,cwe352,PeerOf
818,cwe79,cwe80,ParentOf
819,cwe79,cwe81,ParentOf
820,cwe83,cwe82,ParentOf
821,cwe79,cwe83,ParentOf
822,cwe79,cwe84,ParentOf
823,cwe79,cwe85,ParentOf
824,cwe85,cwe675,PeerOf
825,cwe79,cwe86,ParentOf
826,cwe86,cwe184,PeerOf
827,cwe436,cwe86,ParentOf
828,cwe79,cwe87,ParentOf
829,cwe77,cwe88,ParentOf
830,cwe74,cwe88,ParentOf
831,cwe943,cwe89,ParentOf
832,cwe74,cwe89,ParentOf
833,cwe943,cwe90,ParentOf
834,cwe74,cwe91,ParentOf
835,cwe74,cwe93,ParentOf
836,cwe93,cwe117,CanPrecede
837,cwe74,cwe94,ParentOf
838,cwe913,cwe94,ParentOf
839,cwe94,cwe95,ParentOf
840,cwe94,cwe96,ParentOf
841,cwe96,cwe97,ParentOf
842,cwe706,cwe98,ParentOf
